2026-04-09 20:04:56,461 | Qustionaire | user_id=None | request_id=eb938046-b346-46e7-9a9f-97092153a34a | [INFO] | [main.py- 88] | 新用户 ggg 进行注册
2026-04-09 20:17:16,953 | Qustionaire | user_id=枫糖 | request_id=a610ae44-91b8-46f5-9996-b205ae2ec464 | [INFO] | [main.py- 167] | 更新用户枫糖页面1的数据: {'diagnosis_result': '6级'}
2026-04-09 20:17:16,978 | Qustionaire | user_id=枫糖 | request_id=4b037a67-1940-4271-ad43-06847b12c463 | [INFO] | [main.py- 178] | 更新用户枫糖页面1的时间: 33706
2026-04-09 20:17:17,004 | Qustionaire | user_id=枫糖 | request_id=120456cc-f54e-48bd-8200-8ca21b915e96 | [INFO] | [main.py- 178] | 更新用户枫糖页面1的时间: 33706
2026-04-09 20:17:17,070 | Qustionaire | user_id=枫糖 | request_id=df5d4e18-c4b8-4935-84cb-32ecfeb87be2 | [INFO] | [main.py- 152] | 请求用户枫糖页面2的数据
2026-04-09 20:17:17,073 | Qustionaire | user_id=枫糖 | request_id=df5d4e18-c4b8-4935-84cb-32ecfeb87be2 | [INFO] | [main.py- 154] | 页面2的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 0, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:18,130 | Qustionaire | user_id=ggg | request_id=d7dc7f7b-5bd4-4d11-82a6-93846ad897e5 | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 163784
2026-04-09 20:17:18,151 | Qustionaire | user_id=ggg | request_id=a05d079a-2e22-4195-af38-d62a3c7a5205 | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 163784
2026-04-09 20:17:18,443 | Qustionaire | user_id=ggg | request_id=00fb1f42-bb8c-4e28-a565-1443a0f67332 | [INFO] | [main.py- 152] | 请求用户ggg页面3的数据
2026-04-09 20:17:18,444 | Qustionaire | user_id=ggg | request_id=00fb1f42-bb8c-4e28-a565-1443a0f67332 | [INFO] | [main.py- 154] | 页面3的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 26904, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:21,368 | Qustionaire | user_id=ggg | request_id=624a6b61-1689-4db1-b331-388740d06e40 | [INFO] | [main.py- 178] | 更新用户ggg页面3的时间: 145679
2026-04-09 20:17:21,401 | Qustionaire | user_id=ggg | request_id=6031760b-3607-4593-8a68-40ad1cbbfcee | [INFO] | [main.py- 178] | 更新用户ggg页面3的时间: 145680
2026-04-09 20:17:21,563 | Qustionaire | user_id=ggg | request_id=6fb40ab1-42ce-4d06-aca5-e882fabd5137 | [INFO] | [main.py- 152] | 请求用户ggg页面6的数据
2026-04-09 20:17:21,564 | Qustionaire | user_id=ggg | request_id=6fb40ab1-42ce-4d06-aca5-e882fabd5137 | [INFO] | [main.py- 154] | 页面6的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 163784, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:23,362 | Qustionaire | user_id=枫糖 | request_id=22fc9c77-c56e-4823-9274-00dd9108d8ad | [INFO] | [main.py- 167] | 更新用户枫糖页面2的数据: {}
2026-04-09 20:17:23,367 | Qustionaire | user_id=枫糖 | request_id=4ee564f4-92bc-4934-ac98-d77769473480 | [INFO] | [main.py- 178] | 更新用户枫糖页面2的时间: 28048
2026-04-09 20:17:23,391 | Qustionaire | user_id=枫糖 | request_id=18460ef8-209c-4c96-aa43-27678ee73b7c | [INFO] | [main.py- 178] | 更新用户枫糖页面2的时间: 28048
2026-04-09 20:17:23,484 | Qustionaire | user_id=枫糖 | request_id=cdb80607-f7d2-4f77-80c2-48a9668dd313 | [INFO] | [main.py- 152] | 请求用户枫糖页面3的数据
2026-04-09 20:17:23,486 | Qustionaire | user_id=枫糖 | request_id=cdb80607-f7d2-4f77-80c2-48a9668dd313 | [INFO] | [main.py- 154] | 页面3的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 0, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:24,312 | Qustionaire | user_id=ggg | request_id=f1418d2f-26d1-4f05-b91e-ca4e30ef6b37 | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 169406
2026-04-09 20:17:24,324 | Qustionaire | user_id=ggg | request_id=d71ff80a-39d5-4199-a74a-570e8c7e3c39 | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 169406
2026-04-09 20:17:24,441 | Qustionaire | user_id=ggg | request_id=93c018d2-88c4-4ac6-b4bb-86ec7503b680 | [INFO] | [main.py- 152] | 请求用户ggg页面5的数据
2026-04-09 20:17:24,443 | Qustionaire | user_id=ggg | request_id=93c018d2-88c4-4ac6-b4bb-86ec7503b680 | [INFO] | [main.py- 154] | 页面5的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 10527, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:26,566 | Qustionaire | user_id=ggg | request_id=ecb1c04a-722e-481e-bb0c-d7efc0240bdd | [INFO] | [main.py- 178] | 更新用户ggg页面5的时间: 12568
2026-04-09 20:17:26,589 | Qustionaire | user_id=ggg | request_id=45cdceb1-d811-4763-8134-d243009dbd79 | [INFO] | [main.py- 178] | 更新用户ggg页面5的时间: 12569
2026-04-09 20:17:26,734 | Qustionaire | user_id=ggg | request_id=f810ec40-8591-4cb9-93eb-4cb1d4a916a6 | [INFO] | [main.py- 152] | 请求用户ggg页面4的数据
2026-04-09 20:17:26,735 | Qustionaire | user_id=ggg | request_id=f810ec40-8591-4cb9-93eb-4cb1d4a916a6 | [INFO] | [main.py- 154] | 页面4的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 13370, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:28,657 | Qustionaire | user_id=ggg | request_id=e364735b-78f7-458c-b1ef-02936db497b6 | [INFO] | [main.py- 178] | 更新用户ggg页面4的时间: 15227
2026-04-09 20:17:28,681 | Qustionaire | user_id=ggg | request_id=d2cf7f8a-c7fd-4e02-aaba-2a38a371d130 | [INFO] | [main.py- 178] | 更新用户ggg页面4的时间: 15228
2026-04-09 20:17:28,807 | Qustionaire | user_id=ggg | request_id=31609d18-0221-416e-b094-d4d1e0df2faf | [INFO] | [main.py- 152] | 请求用户ggg页面3的数据
2026-04-09 20:17:28,808 | Qustionaire | user_id=ggg | request_id=31609d18-0221-416e-b094-d4d1e0df2faf | [INFO] | [main.py- 154] | 页面3的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 145680, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:30,880 | Qustionaire | user_id=ggg | request_id=4267a3b3-0611-487f-8852-51a07d33451c | [INFO] | [main.py- 178] | 更新用户ggg页面3的时间: 149577
2026-04-09 20:17:30,912 | Qustionaire | user_id=ggg | request_id=3c426f55-3c8a-4a39-9173-1ed1b0e36b2d | [INFO] | [main.py- 178] | 更新用户ggg页面3的时间: 149577
2026-04-09 20:17:31,104 | Qustionaire | user_id=ggg | request_id=3565cd9e-2051-4ed8-b277-7266c32ecf75 | [INFO] | [main.py- 152] | 请求用户ggg页面2的数据
2026-04-09 20:17:31,106 | Qustionaire | user_id=ggg | request_id=3565cd9e-2051-4ed8-b277-7266c32ecf75 | [INFO] | [main.py- 154] | 页面2的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 17727, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:33,044 | Qustionaire | user_id=ggg | request_id=8c0f29f0-cd5d-4a21-b2a6-b25b280cae58 | [INFO] | [main.py- 178] | 更新用户ggg页面2的时间: 21639
2026-04-09 20:17:33,081 | Qustionaire | user_id=ggg | request_id=5107bce9-d197-4ee5-862f-d86790155367 | [INFO] | [main.py- 178] | 更新用户ggg页面2的时间: 21639
2026-04-09 20:17:33,242 | Qustionaire | user_id=ggg | request_id=8a9fbcde-bd8f-4bd5-af15-742f007a2d2e | [INFO] | [main.py- 152] | 请求用户ggg页面6的数据
2026-04-09 20:17:33,243 | Qustionaire | user_id=ggg | request_id=8a9fbcde-bd8f-4bd5-af15-742f007a2d2e | [INFO] | [main.py- 154] | 页面6的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 169406, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:36,178 | Qustionaire | user_id=ggg | request_id=6c980261-2deb-49a3-8dd7-f97d8fb751d6 | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 174178
2026-04-09 20:17:36,200 | Qustionaire | user_id=ggg | request_id=4b8fd87e-411b-4888-aa3e-a6825b84b2f0 | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 174178
2026-04-09 20:17:36,333 | Qustionaire | user_id=ggg | request_id=81a65083-d8b4-4c51-bf5e-490642c7a4db | [INFO] | [main.py- 152] | 请求用户ggg页面1的数据
2026-04-09 20:17:36,335 | Qustionaire | user_id=ggg | request_id=81a65083-d8b4-4c51-bf5e-490642c7a4db | [INFO] | [main.py- 154] | 页面1的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 103917, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:38,857 | Qustionaire | user_id=ggg | request_id=581059e2-c9d8-4c55-ab57-71375cd7776f | [INFO] | [main.py- 178] | 更新用户ggg页面1的时间: 106359
2026-04-09 20:17:38,880 | Qustionaire | user_id=ggg | request_id=42a430da-3f68-4675-b7b1-7e9ec8216789 | [INFO] | [main.py- 178] | 更新用户ggg页面1的时间: 106359
2026-04-09 20:17:39,006 | Qustionaire | user_id=ggg | request_id=44b7f467-fe7c-44ec-9e47-706bbef72a9e | [INFO] | [main.py- 152] | 请求用户ggg页面2的数据
2026-04-09 20:17:39,007 | Qustionaire | user_id=ggg | request_id=44b7f467-fe7c-44ec-9e47-706bbef72a9e | [INFO] | [main.py- 154] | 页面2的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 21639, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:41,240 | Qustionaire | user_id=ggg | request_id=af760abd-5600-4ad3-a4f7-f48bab7ec1ea | [INFO] | [main.py- 178] | 更新用户ggg页面2的时间: 26267
2026-04-09 20:17:41,263 | Qustionaire | user_id=ggg | request_id=9b65f558-9b42-4429-aac7-49c59ad4b616 | [INFO] | [main.py- 178] | 更新用户ggg页面2的时间: 26268
2026-04-09 20:17:41,362 | Qustionaire | user_id=ggg | request_id=f66c543c-1cd9-4453-a602-dcad4f00e2f4 | [INFO] | [main.py- 152] | 请求用户ggg页面3的数据
2026-04-09 20:17:41,363 | Qustionaire | user_id=ggg | request_id=f66c543c-1cd9-4453-a602-dcad4f00e2f4 | [INFO] | [main.py- 154] | 页面3的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 149577, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:43,999 | Qustionaire | user_id=ggg | request_id=523e0100-8bdc-44c4-9897-648ce4432f25 | [INFO] | [main.py- 178] | 更新用户ggg页面3的时间: 156786
2026-04-09 20:17:44,021 | Qustionaire | user_id=ggg | request_id=ad9335ee-07ab-4053-a6c5-1eead45d11a7 | [INFO] | [main.py- 178] | 更新用户ggg页面3的时间: 156787
2026-04-09 20:17:44,161 | Qustionaire | user_id=ggg | request_id=8ff7c13a-65ad-427c-a129-d40069b62ce2 | [INFO] | [main.py- 152] | 请求用户ggg页面4的数据
2026-04-09 20:17:44,162 | Qustionaire | user_id=ggg | request_id=8ff7c13a-65ad-427c-a129-d40069b62ce2 | [INFO] | [main.py- 154] | 页面4的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 15228, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:45,830 | Qustionaire | user_id=枫糖 | request_id=9c158ae0-8176-4c12-abb8-da4c41c4d986 | [INFO] | [main.py- 167] | 更新用户枫糖页面3的数据: {}
2026-04-09 20:17:45,843 | Qustionaire | user_id=枫糖 | request_id=fc72d22e-20e0-4b9f-b7ac-325ac7ee8828 | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 22321
2026-04-09 20:17:45,883 | Qustionaire | user_id=枫糖 | request_id=51a07605-31f2-4917-8370-2fb8efd4ae5a | [INFO] | [main.py- 178] | 更新用户枫糖页面3的时间: 22321
2026-04-09 20:17:46,013 | Qustionaire | user_id=枫糖 | request_id=905a213c-2001-42e0-92cf-6d56a6ea6bc4 | [INFO] | [main.py- 152] | 请求用户枫糖页面4的数据
2026-04-09 20:17:46,016 | Qustionaire | user_id=枫糖 | request_id=905a213c-2001-42e0-92cf-6d56a6ea6bc4 | [INFO] | [main.py- 154] | 页面4的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 0, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:46,163 | Qustionaire | user_id=ggg | request_id=fa129f4c-5d0f-4763-8ef6-a2491248abd8 | [INFO] | [main.py- 178] | 更新用户ggg页面4的时间: 19780
2026-04-09 20:17:46,178 | Qustionaire | user_id=ggg | request_id=70bfb9f3-e1ba-4b1f-b0da-484f8f6d7bcf | [INFO] | [main.py- 178] | 更新用户ggg页面4的时间: 19780
2026-04-09 20:17:46,305 | Qustionaire | user_id=ggg | request_id=f184e419-7759-4c37-a47e-c39834e7f4fb | [INFO] | [main.py- 152] | 请求用户ggg页面5的数据
2026-04-09 20:17:46,307 | Qustionaire | user_id=ggg | request_id=f184e419-7759-4c37-a47e-c39834e7f4fb | [INFO] | [main.py- 154] | 页面5的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 12569, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:48,436 | Qustionaire | user_id=ggg | request_id=2c5374aa-41bd-46e8-a7cd-e0d36eb6461a | [INFO] | [main.py- 178] | 更新用户ggg页面5的时间: 19180
2026-04-09 20:17:48,477 | Qustionaire | user_id=ggg | request_id=56f4759c-9fbd-44d8-9638-f61150a2886a | [INFO] | [main.py- 178] | 更新用户ggg页面5的时间: 19181
2026-04-09 20:17:48,590 | Qustionaire | user_id=ggg | request_id=e80f6f85-21f2-4519-8376-f928987c64ee | [INFO] | [main.py- 152] | 请求用户ggg页面6的数据
2026-04-09 20:17:48,591 | Qustionaire | user_id=ggg | request_id=e80f6f85-21f2-4519-8376-f928987c64ee | [INFO] | [main.py- 154] | 页面6的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 174178, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:53,901 | Qustionaire | user_id=枫糖 | request_id=5acfa994-d739-4e34-a3ce-dffcf9b192b6 | [INFO] | [main.py- 167] | 更新用户枫糖页面4的数据: {'confidence': '中等信心', 'assistant': '可接受'}
2026-04-09 20:17:53,957 | Qustionaire | user_id=枫糖 | request_id=166df599-f6c6-490b-983e-1f9517cafb60 | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 7885
2026-04-09 20:17:53,975 | Qustionaire | user_id=枫糖 | request_id=d2230a71-8e72-4c69-9de8-1312cd48b10d | [INFO] | [main.py- 178] | 更新用户枫糖页面4的时间: 7885
2026-04-09 20:17:53,979 | Qustionaire | user_id=ggg | request_id=966ca0e8-12d2-45cf-87dc-745fe1a9e638 | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 179464
2026-04-09 20:17:54,004 | Qustionaire | user_id=ggg | request_id=5493ecd7-f094-4b77-ad6a-cc8123651d8c | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 179465
2026-04-09 20:17:54,097 | Qustionaire | user_id=枫糖 | request_id=7732355f-4671-4780-8965-c76f8b91a756 | [INFO] | [main.py- 152] | 请求用户枫糖页面5的数据
2026-04-09 20:17:54,110 | Qustionaire | user_id=枫糖 | request_id=7732355f-4671-4780-8965-c76f8b91a756 | [INFO] | [main.py- 154] | 页面5的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 0, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:17:54,159 | Qustionaire | user_id=ggg | request_id=a405e89c-65c6-4d1d-8625-ac96d85488cb | [INFO] | [main.py- 152] | 请求用户ggg页面5的数据
